"","position","rank","name","lastName","uri","imageUri","worth","age","source","industry","gender","country","squareImage","worth_billions"
"1293",1293,1284,"James Dinan","Dinan","james-dinan","james-dinan",1900,58,"hedge funds","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a8eddbd4bbe6f2652f635d5/416x416.jpg?background=000000&cropX1=570&cropX2=2499&cropY1=167&cropY2=2096",1.9
"1294",1294,1284,"Charles Edelstenne","Edelstenne","charles-edelstenne","charles-edelstenne",1900,80,"aviation","Manufacturing","M","France","//specials-images.forbesimg.com/imageserve/5a7de9d14bbe6f2652f51fbf/416x416.jpg?background=000000&cropX1=139&cropX2=2043&cropY1=154&cropY2=2059",1.9
"1295",1295,1284,"Bernd Freier","Freier","bernd-freier","bernd-freier",1900,61,"fashion retail","Fashion & Retail","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e0cae31358e4955ad0dd1/416x416.jpg?background=000000&cropX1=763&cropX2=2623&cropY1=133&cropY2=1992",1.9
"1296",1296,1284,"Bill Gross","Gross","bill-gross","bill-gross",1900,73,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/59dd8a2831358e542c0394b0/416x416.jpg?background=000000&cropX1=914&cropX2=3337&cropY1=246&cropY2=2667",1.9
"1297",1297,1284,"Jeffrey Gundlach","Gundlach","jeffrey-gundlach","jeffrey-gundlach",1900,59,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a8ede4c31358e4955ae08c9/416x416.jpg?background=000000&cropX1=595&cropX2=2930&cropY1=0&cropY2=2333",1.9
"1298",1298,1284,"Suat Gunsel","Gunsel","suat-gunsel","suat-gunsel",1900,65,"real estate, education","Real Estate","M","Cyprus","//specials-images.forbesimg.com/imageserve/32ae3665d79edb059b0d655c2f4ac964/416x416.jpg?background=000000&cropX1=118&cropX2=664&cropY1=127&cropY2=673",1.9
"1299",1299,1284,"Shmuel Harlap","Harlap","shmuel-harlap","no-pic",1900,73,"automotive","Automotive","M","Israel","//specials-images.forbesimg.com/imageserve/5a90cc2ca7ea434a0c272532/416x416.jpg?background=000000&cropX1=27&cropX2=4254&cropY1=528&cropY2=4757",1.9
"1300",1300,1284,"Roberto Hernandez Ramirez","Hernandez Ramirez","roberto-hernandez-ramirez","roberto-hernandez-ramirez",1900,75,"banking","Finance and Investments","M","Mexico","//specials-images.forbesimg.com/imageserve/589fd4d24bbe6f0e55869079/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758",1.9
"1301",1301,1284,"Johannes Kaercher","Kaercher","johannes-kaercher","no-pic",1900,67,"vacuums, cleaning products","Manufacturing","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e1a34a7ea43169013229e/416x416.jpg?background=000000&cropX1=172&cropX2=1445&cropY1=236&cropY2=1508",1.9
"1302",1302,1284,"Friedrich Knapp","Knapp","friedrich-knapp","friedrich-knapp",1900,66,"fashion retail","Fashion & Retail","M","Germany","//specials-images.forbesimg.com/imageserve/56c9ef04e4b062f6b59a2dc3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=124&cropY2=868",1.9
"1303",1303,1284,"Lee Myung-Hee","Lee","lee-myung-hee","lee-myung-hee",1900,74,"retail","Fashion & Retail","F","South Korea","//specials-images.forbesimg.com/imageserve/87442ff77ee5bf1f18d8677002f9a2d4/416x416.jpg?background=000000&cropX1=24&cropX2=741&cropY1=10&cropY2=727",1.9
"1304",1304,1284,"Lee Seo-Hyun","Lee","lee-seo-hyun","lee-seo-hyun",1900,44,"computer services, tourism","Diversified","F","South Korea","//specials-images.forbesimg.com/imageserve/5a81071631358e4955ad2fd1/416x416.jpg?background=000000&cropX1=237&cropX2=1417&cropY1=0&cropY2=1181",1.9
"1305",1305,1284,"Liang Jiankun","Liang","liang-jiankun","no-pic",1900,56,"cobalt mining","Metals & Mining","M","China",NA,1.9
"1306",1306,1284,"Liao Long-shing","Liao","liao-long-shing","liao-long-shing",1900,65,"petrochemicals","Manufacturing","M","Taiwan","//specials-images.forbesimg.com/imageserve/f4cb868a137553c6a43b596e943a94c4/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746",1.9
"1307",1307,1284,"Lin Shu-Hong","Lin","lin-shu-hong","no-pic",1900,89,"petrochemicals","Manufacturing","M","Taiwan","//specials-images.forbesimg.com/imageserve/88d16c4c04348bd19f4607c4607e09f4/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=23&cropY2=766",1.9
"1308",1308,1284,"Yasseen Mansour","Mansour","yasseen-mansour","yasseen-mansour",1900,56,"diversified","Diversified","M","Egypt","//specials-images.forbesimg.com/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833",1.9
"1309",1309,1284,"David Nahmad","Nahmad","david-nahmad","david-nahmad",1900,70,"art collection","Fashion & Retail","M","Monaco","//specials-images.forbesimg.com/imageserve/5a7fd08031358e4955ad2231/416x416.jpg?background=000000&cropX1=207&cropX2=1097&cropY1=68&cropY2=958",1.9
"1310",1310,1284,"Alexander Nesis","Nesis","alexander-nesis","alexander-nesis",1900,55,"metals, banking, fertilizers","Finance and Investments","M","Russia","//specials-images.forbesimg.com/imageserve/5a808a4f31358e4955ad292e/416x416.jpg?background=000000&cropX1=615&cropX2=2844&cropY1=0&cropY2=2230",1.9
"1311",1311,1284,"Nandan Nilekani","Nilekani","nandan-nilekani","nandan-nilekani",1900,62,"software services","Technology","M","India","//specials-images.forbesimg.com/imageserve/5a7f3c7c4bbe6f2652f52fab/416x416.jpg?background=000000&cropX1=741&cropX2=3175&cropY1=16&cropY2=2451",1.9
"1312",1312,1284,"Ranjan Pai","Pai","ranjan-pai","ranjan-pai",1900,45,"education","Service","M","India","//specials-images.forbesimg.com/imageserve/57d88f80a7ea430a8a19de0f/416x416.jpg?background=000000&cropX1=23&cropX2=724&cropY1=106&cropY2=807",1.9
"1313",1313,1284,"Park Hyeon-Joo","Park","park-hyeon-joo","park-hyeon-joo",1900,59,"mutual funds","Finance and Investments","M","South Korea","//specials-images.forbesimg.com/imageserve/a36106e91c946c07d42f88d0d1c1f8bb/416x416.jpg?background=000000&cropX1=0&cropX2=644&cropY1=201&cropY2=846",1.9
"1314",1314,1284,"Jennifer Pritzker","Pritzker","jennifer-pritzker","jennifer-pritzker",1900,67,"hotels, investments","Service","F","United States","http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863",1.9
"1315",1315,1284,"Qiu Jianping","Qiu","qiu-jianping","qiu-jianping",1900,56,"hand tools","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/5a7ce9e3a7ea431690130cc5/416x416.jpg?background=000000&cropX1=730&cropX2=3332&cropY1=231&cropY2=2832",1.9
"1316",1316,1284,"Megdet Rahimkulov","Rahimkulov","megdet-rahimkulov","megdet-rahimkulov",1900,72,"investments","Finance and Investments","M","Russia","//specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropX1=84&cropX2=568&cropY1=256&cropY2=740",1.9
"1317",1317,1284,"Vito Rodriguez Rodriguez","Rodriguez Rodriguez","vito-rodriguez-rodriguez","no-pic",1900,79,"processed milk","Diversified","M","Peru",NA,1.9
"1318",1318,1284,"Stephen Rubin","Rubin","stephen-rubin","stephen-rubin",1900,80,"sports apparel","Fashion & Retail","M","United Kingdom","//specials-images.forbesimg.com/imageserve/56cc6ddbe4b062f6b59a516a/416x416.jpg?background=000000&cropX1=108&cropX2=739&cropY1=6&cropY2=638",1.9
"1319",1319,1284,"Remo Ruffini","Ruffini","remo-ruffini","remo-ruffini",1900,56,"winter jackets","Fashion & Retail","M","Italy","//specials-images.forbesimg.com/imageserve/5a7f9e944bbe6f2652f533e8/416x416.jpg?background=000000&cropX1=11&cropX2=2424&cropY1=0&cropY2=2414",1.9
"1320",1320,1284,"Erik Selin","Selin","erik-selin","no-pic",1900,50,"real estate","Real Estate","M","Sweden",NA,1.9
"1321",1321,1284,"Peter Sondakh","Sondakh","peter-sondakh","peter-sondakh",1900,68,"investments","Finance and Investments","M","Indonesia","//specials-images.forbesimg.com/imageserve/5a7f6faba7ea431690132ced/416x416.jpg?background=000000&cropX1=1023&cropX2=2848&cropY1=410&cropY2=2235",1.9
"1322",1322,1284,"Alan N. Trefler","Trefler","alan-n-trefler","alan-n-trefler",1900,61,"software","Technology","M","United States","//specials-images.forbesimg.com/imageserve/58d1900ba7ea431f321b87eb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847",1.9
"1323",1323,1284,"Tseng Shin-yi","Tseng","tseng-shin-yi","tseng-shin-yi",1900,90,"petrochemicals","Manufacturing","M","Taiwan","//specials-images.forbesimg.com/imageserve/56cc38e9e4b062f6b59a4ffa/416x416.jpg?background=000000&cropX1=3&cropX2=621&cropY1=5&cropY2=624",1.9
"1324",1324,1284,"Masateru Uno","Uno","masateru-uno","no-pic",1900,71,"drugstores","Fashion & Retail","M","Japan",NA,1.9
"1325",1325,1284,"Wang Qingtao","Wang","wang-qingtao","no-pic",1900,56,"steel smelting","Metals & Mining","M","China","//specials-images.forbesimg.com/imageserve/589de4a6a7ea431f3219329f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870",1.9
"1326",1326,1284,"Evan Williams","Williams","evan-williams","evan-williams",1900,45,"Twitter","Technology","M","United States","//specials-images.forbesimg.com/imageserve/55fb14dde4b0ffa7afe4b464/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805",1.9
"1327",1327,1284,"Gustav Magnar Witzoe","Witzoe","gustav-magnar-witzoe","no-pic",1900,24,"fish farming","Food and Beverage","M","Norway",NA,1.9
"1328",1328,1284,"Horst Wortmann","Wortmann","horst-wortmann","horst-wortmann",1900,76,"footwear","Fashion & Retail","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841",1.9
"1329",1329,1284,"Xiao Yongming","Xiao","xiao-yongming","no-pic",1900,53,"fertilizer","Diversified","M","China",NA,1.9
"1330",1330,1284,"Xie Zhikun","Xie","xie-zhikun","no-pic",1900,57,"investments","Finance and Investments","M","China","//specials-images.forbesimg.com/imageserve/58135cee31358e2383163cfc/416x416.jpg?background=000000&cropX1=126&cropX2=677&cropY1=89&cropY2=640",1.9
"1331",1331,1284,"Xue Xiangdong","Xue","xue-xiangdong","xue-xiangdong",1900,59,"software","Technology","M","China","//specials-images.forbesimg.com/imageserve/5a7d1709a7ea431690130e31/416x416.jpg?background=000000&cropX1=645&cropX2=2738&cropY1=475&cropY2=2570",1.9
"1332",1332,1284,"Yuan Yafei","Yuan","yuan-yafei","yuan-yafei",1900,54,"retail, investments","Fashion & Retail","M","China","//specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617",1.9
"1333",1333,1284,"Robin Zeng","Zeng","robin-zeng","no-pic",1900,50,"batteries","Energy","M","Hong Kong",NA,1.9
"1334",1334,1284,"Zhang Daocai","Zhang","zhang-daocai","no-pic",1900,68,"valves","Diversified","M","China",NA,1.9
"1335",1335,1284,"Zhang Xuansong","Zhang","zhang-xuansong","zhang-xuansong",1900,46,"supermarket","Fashion & Retail","M","China","//specials-images.forbesimg.com/imageserve/5a875e204bbe6f2652f5cc36/416x416.jpg?background=000000&cropX1=115&cropX2=1725&cropY1=348&cropY2=1960",1.9
"1336",1336,1284,"Zheng Yuewen","Zheng","zheng-yuewen","zheng-yuewen",1900,56,"investments","Diversified","M","China","//specials-images.forbesimg.com/imageserve/56c68422e4b062f6b59a143c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=31&cropY2=774",1.9
"1337",1337,1284,"Zhou Xiaoguang","Zhou","zhou-xiaoguang","zhou-xiaoguang",1900,56,"real estate","Real Estate","F","China","//specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826",1.9
"1338",1338,1284,"Susanne Zimmermann von Siefart ","Zimmermann von Siefart ","susanne-zimmermann-von-siefart","no-pic-female",1900,61,"vacuums, home cleaning products","Manufacturing","F","Germany",NA,1.9
"1339",1339,1339,"Aras Agalarov","Agalarov","aras-agalarov","aras-agalarov",1800,62,"real estate","Fashion & Retail","M","Russia","//specials-images.forbesimg.com/imageserve/5a809e0231358e4955ad2a87/416x416.jpg?background=000000&cropX1=1345&cropX2=4046&cropY1=12&cropY2=2714",1.8
"1340",1340,1339,"Maurice Alter","Alter","maurice-alter","maurice-alter",1800,92,"real estate","Real Estate","M","Australia","//specials-images.forbesimg.com/imageserve/3a1cab8f76bd528ed69fa27d5456deba/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=8&cropY2=749",1.8
"1341",1341,1339,"An Kang","An","an-kang","an-kang",1800,69,"pharmaceuticals","Healthcare","M","China","//specials-images.forbesimg.com/imageserve/56c70b58e4b062f6b59a18a0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=13&cropY2=757",1.8
"1342",1342,1339,"Alex Beard","Beard","alex-beard","alex-beard",1800,50,"mining, commodities","Metals & Mining","M","United Kingdom","//specials-images.forbesimg.com/imageserve/590b52ffa7ea437ada26ed34/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=77&cropY2=1710",1.8
"1343",1343,1339,"Nicolas Berggruen","Berggruen","nicolas-berggruen","nicolas-berggruen",1800,56,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/57e344d04bbe6f24d1f87b3a/416x416.jpg?background=000000&cropX1=2&cropX2=720&cropY1=177&cropY2=896",1.8
"1344",1344,1339,"Vladimir Bogdanov","Bogdanov","vladimir-bogdanov","vladimir-bogdanov",1800,66,"oil","Energy","M","Russia","//specials-images.forbesimg.com/imageserve/5a80c8dfa7ea431690133d0c/416x416.jpg?background=000000&cropX1=165&cropX2=1677&cropY1=423&cropY2=1936",1.8
"1345",1345,1339,"Julio Bozano","Bozano","julio-bozano","julio-bozano",1800,82,"banking","Finance and Investments","M","Brazil","//specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775",1.8
"1346",1346,1339,"Anna Maria Braun","Braun","anna-maria-braun","no-pic-female",1800,39,"medical technology","Healthcare","F","Germany",NA,1.8
"1347",1347,1339,"Johanna Braun","Braun","johanna-braun","no-pic-female",1800,38,"medical technology","Healthcare","F","Germany",NA,1.8
"1348",1348,1339,"Karl Friedrich Braun","Braun","karl-friedrich-braun","no-pic",1800,35,"medical technology","Healthcare","M","Germany",NA,1.8
"1349",1349,1339,"Anand Burman","Burman","anand-burman-1","anand-burman-1",1800,65,"consumer goods","Food and Beverage","M","India",NA,1.8
"1350",1350,1339,"Edouard Carmignac","Carmignac","edouard-carmignac","edouard-carmignac",1800,70,"asset management","Finance and Investments","M","France","//specials-images.forbesimg.com/imageserve/5a7decc2a7ea431690131b46/416x416.jpg?background=000000&cropX1=380&cropX2=1180&cropY1=95&cropY2=896",1.8
"1351",1351,1339,"Chen Jianhua","Chen","chen-jianhua","chen-jianhua",1800,47,"chemicals","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/5a7c84c34bbe6f2652f500c1/416x416.jpg?background=000000&cropX1=456&cropX2=3051&cropY1=6&cropY2=2598",1.8
"1352",1352,1339,"Cheung Yan","Cheung","cheung-yan","cheung-yan",1800,61,"paper manufacturing","Manufacturing","F","China","//specials-images.forbesimg.com/imageserve/5a7d1825a7ea431690130e64/416x416.jpg?background=000000&cropX1=629&cropX2=3286&cropY1=11&cropY2=2667",1.8
"1353",1353,1339,"Chung Mong-Joon","Chung","chung-mong-joon","chung-mong-joon",1800,66,"shipbuilding, industrial machines","Manufacturing","M","South Korea","//specials-images.forbesimg.com/imageserve/5a8100a731358e4955ad2f6f/416x416.jpg?background=000000&cropX1=122&cropX2=3271&cropY1=151&cropY2=3301",1.8
"1354",1354,1339,"Jack Cowin","Cowin","jack-cowin","jack-cowin",1800,75,"fast food","Food and Beverage","M","Australia","//specials-images.forbesimg.com/imageserve/5a7a569931358e4955acc895/416x416.jpg?background=000000&cropX1=346&cropX2=2756&cropY1=5&cropY2=2414",1.8
"1355",1355,1339,"Cui Genliang","Cui","cui-genliang","cui-genliang",1800,59,"electric components","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/589cf15ba7ea431f32192819/416x416.jpg?background=000000&cropX1=13&cropX2=715&cropY1=84&cropY2=787",1.8
"1356",1356,1339,"Kommer Damen","Damen","kommer-damen","kommer-damen",1800,73,"shipbuilding","Manufacturing","M","Netherlands","//specials-images.forbesimg.com/imageserve/58a241e3a7ea431f321972d9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=356&cropY2=1100",1.8
"1357",1357,1339,"Diego Della Valle","Della Valle","diego-della-valle","diego-della-valle",1800,64,"shoes","Fashion & Retail","M","Italy","//specials-images.forbesimg.com/imageserve/5a7f85704bbe6f2652f5331d/416x416.jpg?background=000000&cropX1=387&cropX2=2671&cropY1=107&cropY2=2393",1.8
"1358",1358,1339,"Dou Zhenggang","Dou","dou-zhenggang","no-pic",1800,64,"energy, chemicals","Diversified","M","China",NA,1.8
"1359",1359,1339,"N. Murray Edwards","Edwards","n-murray-edwards","n-murray-edwards",1800,58,"oil & gas","Energy","M","Canada","//specials-images.forbesimg.com/imageserve/e0a35f9fc0e0278c2ab00cd64a7f0f75/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=309&cropY2=1052",1.8
"1360",1360,1339,"Gabriel Escarrer","Escarrer","gabriel-escarrer","gabriel-escarrer",1800,83,"hotels","Service","M","Spain","//specials-images.forbesimg.com/imageserve/df40e1019bd1c4fc6579a741386a6cad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847",1.8
"1361",1361,1339,"Clement Fayat","Fayat","clement-fayat","no-pic",1800,86,"construction","Construction & Engineering","M","France","//specials-images.forbesimg.com/imageserve/5a7deaa331358e4955ad09bf/416x416.jpg?background=000000&cropX1=48&cropX2=3744&cropY1=554&cropY2=4253",1.8
"1362",1362,1339,"James France","France","james-france","james-france",1800,73,"Nascar, racing","Sports","M","United States","http://specials-images.forbesimg.com/imageserve/57e1991931358e16c589c119/416x416.jpg?background=000000&cropX1=43&cropX2=684&cropY1=26&cropY2=667",1.8
"1363",1363,1339,"Senapathy Gopalakrishnan","Gopalakrishnan","senapathy-gopalakrishnan","senapathy-gopalakrishnan",1800,62,"software services","Technology","M","India","http://specials-images.forbesimg.com/imageserve/57d890984bbe6f6781c4f0e2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=187&cropY2=931",1.8
"1364",1364,1339,"David Harding","Harding","david-harding","david-harding",1800,56,"finance","Finance and Investments","M","United Kingdom","//specials-images.forbesimg.com/imageserve/10117f3c94f373c3e8e50d6c913134b0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=45&cropY2=789",1.8
"1365",1365,1339,"Stewart Horejsi","Horejsi","stewart-horejsi","no-pic",1800,80,"Berkshire Hathaway","Finance and Investments","M","United States",NA,1.8
"1366",1366,1339,"Huang Qisen","Huang","huang-qisen","huang-qisen",1800,53,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/1a05b8986b646b2656b8072ac5fd5f8b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=35&cropY2=778",1.8
"1367",1367,1339,"Hamilton James","James","hamilton-james","hamilton-james",1800,66,"investments","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/55fb11b8e4b0ffa7afe4b44a/416x416.jpg?background=000000&cropX1=130&cropX2=681&cropY1=32&cropY2=583",1.8
